,CORN,COW.TO,CPER,GLD,USO,USO_mom_1m,USO_mom_3m,USO_mom_12m,GLD_mom_1m,GLD_mom_3m,GLD_mom_12m,CPER_mom_1m,CPER_mom_3m,CPER_mom_12m,CORN_mom_1m,CORN_mom_3m,CORN_mom_12m,COW.TO_mom_1m,COW.TO_mom_3m,COW.TO_mom_12m,CORN_ewma_1w_ewma_1m,CORN_ewma_1m,COW.TO_ewma_1w_ewma_1m,COW.TO_ewma_1m,CPER_ewma_1w_ewma_1m,CPER_ewma_1m,GLD_ewma_1w_ewma_1m,GLD_ewma_1m,USO_ewma_1w_ewma_1m,USO_ewma_1m,CORN_ewma_1w_1w,CORN,COW.TO_ewma_1w_1w,COW.TO,CPER_ewma_1w_1w,CPER,GLD_ewma_1w_1w,GLD,USO_ewma_1w_1w,USO,CORN_vol_1m,CORN_vol_3m,COW.TO_vol_1m,COW.TO_vol_3m,CPER_vol_1m,CPER_vol_3m,GLD_vol_1m,GLD_vol_3m,USO_vol_1m,USO_vol_3m,USD_Index,WTI_Oil,Copper_Spot,VIX,MOVE
2020-10-30,13.329999923706055,42.144142150878906,18.920000076293945,176.1999969482422,25.25,-0.08215195238381479,-0.1394001408083544,,-0.01398992749129191,-0.05085112299312278,,0.0593504719886746,0.034445004331944196,,0.006797594723847222,0.13254030631013136,,0.03246934997470663,0.06822923646568602,,-0.003365090830784892,-0.0006123532150669756,-0.00535294850293828,-0.0015064971020321246,-0.0034461896892124485,-0.0003763539233435017,-0.001699160006722552,-0.0011112878923369661,-0.018648672336413104,-0.008546172591472839,-0.003365090830784892,-0.003365090830784892,-0.00535294850293828,-0.00535294850293828,-0.0034461896892124485,-0.0034461896892124485,-0.001699160006722552,-0.001699160006722552,-0.018648672336413104,-0.018648672336413104,0.14856514951438582,0.16493605799461586,0.15044708724451172,0.16333536740033047,0.20418073380019364,0.2593207905131796,0.12653012205663428,0.1980069134019046,0.42015362877634116,0.34780636039790186,116.1417,35.64,6713.81136363636,38.02000045776367,61.90999984741211
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1417,35.64,6713.81136363636,,
2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1417,35.64,7068.90714285714,,
2020-11-02,13.3100004196167,42.82222366333008,19.049999237060547,177.91000366210938,26.260000228881836,-0.0034155655136605123,-0.11820014696447523,,-0.003528563054294498,-0.06160658738009028,,0.04098360826601155,0.049008777374811796,,0.013709086337159171,0.15337958956799302,,0.037331917153085925,0.06762287052511162,,-0.0027435065204437815,-0.0006930790956056944,0.001794560727408313,9.314619928907052e-05,-7.129274091111602e-06,0.000282495666615095,0.002102199691856279,-0.00012799634721431574,0.0009008881306002923,-0.004132883343889541,-0.0027435065204437815,-0.0027435065204437815,0.001794560727408313,0.001794560727408313,-7.129274091111602e-06,-7.129274091111602e-06,0.002102199691856279,0.002102199691856279,0.0009008881306002923,0.0009008881306002923,0.1453956014722505,0.1591923227653947,0.15517134081565642,0.16311575551319,0.18898075214132445,0.25912371723346117,0.13149200379235285,0.19408792989171214,0.42187743873723754,0.35630545565593075,116.2425,36.6,7068.90714285714,37.130001068115234,63.560001373291016
2020-11-03,13.449999809265137,42.83249282836914,19.149999618530273,178.9199981689453,26.719999313354492,-0.04332262723237634,-0.116109834007036,,-0.0027312049671818217,-0.06495953769578655,,0.049890343137670046,0.05219773713006082,,0.019711920936564598,0.15549823131926988,,0.02231454305285996,0.06352015414026058,,0.0016771159945039836,0.00032614273477050596,0.001276310232596083,0.00010647920327701902,0.001745035172909929,0.0007340291581203755,0.003293798700471131,0.00039973029571594305,0.0064396258578628745,-0.002164702918110517,0.0016771159945039836,0.0016771159945039836,0.001276310232596083,0.001276310232596083,0.001745035172909929,0.001745035172909929,0.003293798700471131,0.003293798700471131,0.0064396258578628745,0.0064396258578628745,0.14881628753803994,0.15953541587279896,0.14765943150910524,0.1630091497275574,0.18829765445695962,0.25925797714063603,0.13190675561035864,0.19344925407767766,0.3683033768044935,0.3568003280320079,115.4864,37.44,7068.90714285714,35.54999923706055,64.37000274658203
2020-11-04,13.609999656677246,42.5345458984375,19.239999771118164,178.82000732421875,27.440000534057617,-0.03346244720023517,-0.09078859322106314,,0.008573063994912644,-0.0777244422758725,,0.06005510608799414,0.05714280025176999,,0.024078231432861585,0.16924392227226837,,0.015203224999353449,0.06126616668335472,,0.005083377197849531,0.0013779388150458628,-0.0014678251619124807,-0.0005355730842048224,0.002729939103623153,0.0010945489591634564,0.002009579851752609,0.0003125859191251332,0.013275135292537122,0.00048173863764919484,0.005083377197849531,0.005083377197849531,-0.0014678251619124807,-0.0014678251619124807,0.002729939103623153,0.002729939103623153,0.002009579851752609,0.002009579851752609,0.013275135292537122,0.013275135292537122,0.1519481524128726,0.1605948644443655,0.1502514726384868,0.16337239057672473,0.18652667862901035,0.25935908574270683,0.12495089248333477,0.19126909702258407,0.376564371095142,0.3613735298684527,115.1733,38.97,7068.90714285714,29.56999969482422,47.7400016784668
2020-11-05,13.729999542236328,44.055110931396484,19.31999969482422,182.92999267578125,27.15999984741211,-0.043325099284250435,-0.09011726967104206,,0.03221979130881003,-0.04129765202891278,,0.0342612087362284,0.10589584740598945,,0.026158402451555984,0.18464187760779316,,0.038508070462689226,0.08777273006415798,,0.006327930833006028,0.0020542205692297964,0.01093776403813102,0.002763019239451934,0.0032059594831109206,0.0013730445306284135,0.009001027702725307,0.002373616601776473,0.0054487213758322404,-0.0004897018265652878,0.006327930833006028,0.006327930833006028,0.01093776403813102,0.01093776403813102,0.0032059594831109206,0.0032059594831109206,0.009001027702725307,0.009001027702725307,0.0054487213758322404,0.0054487213758322404,0.1530579396399657,0.16046923480897912,0.1895714380244857,0.1766080229830824,0.16026837905470528,0.24557446866794688,0.14723845498769494,0.19491164053564633,0.3777605249908807,0.3612969580347306,114.4615,38.56,7068.90714285714,27.579999923706055,43.7599983215332
2020-11-06,13.680000305175781,43.99346160888672,19.559999465942383,183.19000244140625,26.469999313354492,-0.09162663459912168,-0.12234749843257176,,0.030025280599554893,-0.03660263833017563,,0.04208838513117619,0.09395975302180903,,0.027798638158851086,0.17324189401357515,,0.027104861376376244,0.06650056591208942,,0.003004752171565997,0.0015364182305081268,0.0068253866161527696,0.0023846203784339474,0.0062780891880015455,0.002377526719502882,0.006474472514722285,0.0022870480141435542,-0.00483586147274066,-0.0027547314053760538,0.003004752171565997,0.003004752171565997,0.0068253866161527696,0.0068253866161527696,0.0062780891880015455,0.0062780891880015455,0.006474472514722285,0.006474472514722285,-0.00483586147274066,-0.00483586147274066,0.15230349662635656,0.16082865119918718,0.18769065186360875,0.17321987724205212,0.16427481052866125,0.24257307988975685,0.1470581618733758,0.1948644774891082,0.3715272940978633,0.3636982268819036,113.9977,36.97,7068.90714285714,24.860000610351562,39.880001068115234
2020-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9977,36.97,7068.90714285714,,
2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9977,36.97,7068.90714285714,,
2020-11-09,13.720000267028809,43.95237350463867,19.469999313354492,175.0800018310547,28.06999969482422,-0.02161034603319023,-0.058685446609972436,,-0.033134525841224116,-0.02700900602651779,,0.02204724898239685,0.09937890004889538,,0.016296316076207962,0.17566411116818803,,0.01784448810028816,0.06285716341506453,,0.002977826032523103,0.001662559641883024,0.004238937965014908,0.0020829313131110333,0.002651647818497027,0.0017430938425916462,-0.010440677734090588,-0.001945499830033378,0.016924693572694598,0.002990771787656374,0.002977826032523103,0.002977826032523103,0.004238937965014908,0.004238937965014908,0.002651647818497027,0.002651647818497027,-0.010440677734090588,-0.010440677734090588,0.016924693572694598,0.016924693572694598,0.14507091892364188,0.16079130207700215,0.1861669962476647,0.17324201358587682,0.1587832639580683,0.24186208155964217,0.20520364157702284,0.18507775815312394,0.4310910965580718,0.3838409574910442,114.0942,40.05,7068.90714285714,25.75,44.939998626708984
2020-11-10,14.1899995803833,45.051692962646484,19.5,175.66000366210938,28.90999984741211,0.02992519279374184,-0.05399213505776124,,-0.027137760094919527,-0.019207159822306252,,0.029567024823225374,0.08756272549370858,,0.06691724638232976,0.21075078985306828,,0.04330241361770204,0.08485889109340539,,0.013404053706011936,0.004625645954302905,0.011163160712698262,0.0041673563051929235,0.002281387669163045,0.0017247096178412051,-0.005856191246630809,-0.0014674742334481127,0.02125819331304368,0.0054393555173988944,0.013404053706011936,0.013404053706011936,0.011163160712698262,0.011163160712698262,0.002281387669163045,0.002281387669163045,-0.005856191246630809,-0.005856191246630809,0.02125819331304368,0.02125819331304368,0.17498492953860242,0.17277760596679378,0.20394388552154522,0.17967078346279922,0.15681054396973526,0.24086373971842295,0.20580873445296283,0.18501220609314079,0.4365105783050982,0.38535304403887366,114.0802,41.18,7068.90714285714,24.799999237060547,46.189998626708984
2020-11-11,14.130000114440918,45.32909393310547,19.399999618530273,174.89999389648438,29.040000915527344,0.020379544965309915,-0.04473680000225866,,-0.015867698091655447,-0.045982697051074495,,0.0302708283129951,0.10857140677315846,,0.05605381117975705,0.16680433650135384,,0.045745347070144105,0.09723955756021163,,0.0075266050378194295,0.0038207424761966618,0.00949457141277889,0.004348268715116857,-0.0001884831174763851,0.0011017155893436794,-0.0053463259678676045,-0.0017273943406233437,0.015671045845285038,0.005353664189371452,0.0075266050378194295,0.0075266050378194295,0.00949457141277889,0.00949457141277889,-0.0001884831174763851,-0.0001884831174763851,-0.0053463259678676045,-0.0053463259678676045,0.015671045845285038,0.015671045845285038,0.17646096590621035,0.16210441610677265,0.20435408977450784,0.17942255370222313,0.15643224677242312,0.23566888167647876,0.19937590136706054,0.17869908653616123,0.43442918368996786,0.38536783021650806,114.0802,41.23,7068.90714285714,23.450000762939453,
2020-11-12,13.899999618530273,44.64073944091797,19.399999618530273,175.9600067138672,28.65999984741211,-0.011042087642473608,-0.05506099836778,,-0.012957858883894113,-0.036046821596796286,,0.0302708283129951,0.09050020349339616,,0.034996225068837816,0.14971045848621833,,0.019235460744465138,0.07522898791055566,,-0.0004080829365194708,0.001993633260342564,0.0012678108156893217,0.0025724524327311454,-0.0001256554116509234,0.0010015596266112832,-0.0015439907931881214,-0.0010193876222749669,0.006085551957747871,0.003677382369496378,-0.0004080829365194708,-0.0004080829365194708,0.0012678108156893217,0.0012678108156893217,-0.0001256554116509234,-0.0001256554116509234,-0.0015439907931881214,-0.0015439907931881214,0.006085551957747871,0.006085551957747871,0.18815356785500806,0.16621503955750094,0.21054453827155453,0.18235908764663827,0.15643224677242312,0.23375454916430843,0.20034673544015202,0.17904721921800865,0.43258539864788464,0.38618264795393287,114.2889,40.9,7068.90714285714,25.350000381469727,44.16999816894531
2020-11-13,13.960000038146973,45.811973571777344,19.68000030517578,177.16000366210938,28.1299991607666,-0.02798898957647833,-0.0857978959285639,,-0.009836767968072868,-0.05008040931844837,,0.027139898846810562,0.0866924153457409,,0.03025829089599985,0.13311691428139705,,0.034810776381189346,0.10755101173156167,,0.0011668037320887582,0.0022048099703724476,0.009590836916478064,0.004723764859934857,0.004727238181773462,0.002222601967512159,0.0012439108557186589,-0.00030674200587340754,-0.0021071976186224947,0.0016619206282329926,0.0011668037320887582,0.0011668037320887582,0.009590836916478064,0.009590836916478064,0.004727238181773462,0.004727238181773462,0.0012439108557186589,0.0012439108557186589,-0.0021071976186224947,-0.0021071976186224947,0.18659138719799412,0.16275654796862352,0.22584643711329894,0.18879250744349613,0.1527563188090914,0.23284078888437754,0.20148141589689622,0.17394539222444125,0.43722209731371375,0.38657266621506625,114.2445,39.93,7068.90714285714,23.100000381469727,42.95000076293945
2020-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2445,39.93,7068.90714285714,,
2020-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2445,39.93,7068.90714285714,,
2020-11-16,14.09000015258789,46.931846618652344,20.040000915527344,177.14999389648438,28.809999465942383,0.0031337101232464804,-0.05849676121609804,,-0.006449854938811228,-0.05861408868423468,,0.05529232001393303,0.08090614487207182,,0.038319857734558926,0.15208509239334367,,0.05838753207319147,0.1340616654975375,,0.0038819788511365305,0.0028509480724323924,0.014542219902703185,0.00651660313500411,0.009249063340170586,0.003683521212788882,0.0008104401463463351,-0.00028399284827260055,0.006653032200963136,0.003708427103136299,0.0038819788511365305,0.0038819788511365305,0.014542219902703185,0.014542219902703185,0.009249063340170586,0.009249063340170586,0.0008104401463463351,0.0008104401463463351,0.006653032200963136,0.006653032200963136,0.188550384862892,0.1622721592309452,0.23915972599157778,0.1941750369290434,0.1587843066531911,0.23096489664817207,0.20117222150101227,0.17281849059711818,0.44495630940072206,0.3897507914560691,113.8356,41.14,7068.90714285714,22.450000762939453,42.4900016784668
2020-11-17,14.100000381469727,46.80855941772461,19.940000534057617,176.5,28.8700008392334,0.009793658102522418,-0.058382224953918205,,-0.010594760895313415,-0.03149695632213623,,0.046170046840120715,0.07261970792839367,,0.03221087400970757,0.16049389499284072,,0.06498365583793775,0.13024074734194202,,0.0028245657156036517,0.0026562927425291968,0.008819166205686365,0.005685371832477269,0.00450269597093857,0.00289501575964981,-0.0006827640888676644,-0.000591736458515173,0.005129574104162591,0.0035606299037394865,0.0028245657156036517,0.0028245657156036517,0.008819166205686365,0.008819166205686365,0.00450269597093857,0.00450269597093857,-0.0006827640888676644,-0.0006827640888676644,0.005129574104162591,0.005129574104162591,0.18777593186971586,0.1613114023629121,0.23631934846876843,0.19438571876624852,0.1608765239659468,0.23129283821732075,0.20149938665579506,0.16132235097015862,0.44460043369502183,0.38975419877475637,113.6864,41.24,7068.90714285714,22.709999084472656,43.08000183105469
2020-11-18,14.220000267028809,46.61335372924805,19.850000381469727,175.49000549316406,29.0,-0.001721144178095546,-0.04980342185339037,,-0.020976259452362256,-0.04365119622253921,,0.01899388336386587,0.06263383603745254,,0.03568832783170439,0.17037042909380218,,0.06427410612125595,0.13142170638098905,,0.004719920460816978,0.003188505216283837,0.004489344470846492,0.004789401756507721,0.0014972812628491043,0.00222150994908136,-0.0023626255527974065,-0.0010581557334614065,0.004920687746933956,0.003646292188207989,0.004719920460816978,0.004719920460816978,0.004489344470846492,0.004489344470846492,0.0014972812628491043,0.0014972812628491043,-0.0023626255527974065,-0.0023626255527974065,0.004920687746933956,0.004920687746933956,0.1889446667615657,0.1616908863609008,0.2365645215272552,0.19423967346034274,0.14515157080326796,0.231453931401068,0.2013480835864854,0.16095496029833398,0.4413919498493064,0.38980661296283153,113.4645,41.64,7068.90714285714,23.84000015258789,43.619998931884766
2020-11-19,14.140000343322754,46.46950912475586,19.950000762939453,175.16000366210938,29.09000015258789,0.03523130810243735,-0.03611663822286171,,-0.030121828668644546,-0.03774100512694645,,0.0096154115312157,0.08897385891200327,,0.02315489548226113,0.16378607302649462,,0.06074096068971602,0.12233232276123696,,0.001271322449644892,0.0023871980533271536,0.001964259718129385,0.004073464343146288,0.002677455007272352,0.002477536544369422,-0.0022019035030407122,-0.0011329106125883342,0.004314943010460437,0.0035969432199432047,0.001271322449644892,0.001271322449644892,0.001964259718129385,0.001964259718129385,0.002677455007272352,0.002677455007272352,-0.0022019035030407122,-0.0022019035030407122,0.004314943010460437,0.004314943010460437,0.18974219945682244,0.1624414200308784,0.2373453264971573,0.1944119833208302,0.13767165756448815,0.22784846299056374,0.1989897067751421,0.16028211838710574,0.4247910211329153,0.3892689682469867,113.6982,41.57,7068.90714285714,23.110000610351562,43.529998779296875
2020-11-20,14.15999984741211,46.47978591918945,20.399999618530273,175.69000244140625,29.270000457763672,0.0266573210375467,-0.035584840531516115,,-0.01755857159032448,-0.02933700308615328,,0.04454679474126522,0.11719602206048174,,0.02608693128272166,0.15215621573339155,,0.0632198140577791,0.10800878557591265,,0.0013190123168251085,0.00229876114400926,0.0013832235936751718,0.003723254070438451,0.009303747588502428,0.0043028816547262295,-0.0004593363533705417,-0.0007548461980359093,0.004939196614875674,0.0038324669112803824,0.0013190123168251085,0.0013190123168251085,0.0013832235936751718,0.0013832235936751718,0.009303747588502428,0.009303747588502428,-0.0004593363533705417,-0.0004593363533705417,0.004939196614875674,0.004939196614875674,0.18950586414940956,0.16140443121065895,0.2368598195191171,0.19308784287166864,0.15010637879425573,0.23149635744211966,0.1971018016760943,0.16010025165471578,0.42264211238667837,0.3893048480508198,113.4932,41.99,7068.90714285714,23.700000762939453,42.310001373291016
2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4932,41.99,7068.90714285714,,
2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4932,41.99,7068.90714285714,,
2020-11-23,14.3100004196167,47.53801345825195,20.31999969482422,172.22999572753906,29.520000457763672,0.0588235777031485,-0.045278124679037135,,-0.03588224184958666,-0.04960824099220351,,0.04473002045030694,0.10554954421318397,,0.03545591429904249,0.1375199130685676,,0.08538589765352822,0.13769346432259066,,0.004410428498904924,0.0030528065732645946,0.008511308651827672,0.005454547225348997,0.0048953100720406095,0.0035552046894226494,-0.006870829820771296,-0.002476570794747157,0.006139853842671528,0.004260530673875466,0.004410428498904924,0.004410428498904924,0.008511308651827672,0.008511308651827672,0.0048953100720406095,0.0048953100720406095,-0.006870829820771296,-0.006870829820771296,0.006139853842671528,0.006139853842671528,0.19222757273345156,0.1564505274442369,0.24644173106888956,0.19726180615607863,0.15001641829336917,0.23158062286241854,0.2077321290247276,0.1646285484060749,0.4142493793662884,0.3878029747644904,113.759,42.91,7068.90714285714,22.65999984741211,43.040000915527344
2020-11-24,14.3100004196167,48.29829025268555,20.600000381469727,169.58999633789062,30.799999237060547,0.13611208202260272,-0.004203073612433217,,-0.050182058587083134,-0.07509819059023037,,0.07740583040140003,0.1123110082232266,,0.04224332823873511,0.1375199130685676,,0.12544884015570368,0.15731160459015836,,0.002940285665936616,0.002775278702884062,0.01100521520030682,0.0064125909594486665,0.007856727233898094,0.004484691677720456,-0.009689998829474218,-0.003644913163475452,0.018546699755187347,0.007815063484615727,0.002940285665936616,0.002940285665936616,0.01100521520030682,0.01100521520030682,0.007856727233898094,0.007856727233898094,-0.009689998829474218,-0.009689998829474218,0.018546699755187347,0.018546699755187347,0.1900202419678114,0.1564505274442369,0.23318879001302956,0.1990702443311449,0.1380365486008413,0.23254665226440793,0.21297767128965125,0.16515731033848216,0.42095829904827925,0.39757702370578635,113.4361,44.71,7068.90714285714,21.639999389648438,42.380001068115234
2020-11-25,14.180000305175781,47.86678695678711,20.59000015258789,169.50999450683594,31.3700008392334,0.1328999723437898,0.022823630948749507,,-0.05312260942163294,-0.06472087083869871,,0.07463467205449525,0.1058001731774143,,0.036549706786981995,0.11917918072527112,,0.12536259517338566,0.14781977204217123,,-0.0010679975511245657,0.0016971111854854595,0.004358766165239287,0.005017434335034605,0.005076002157604374,0.004032860798259816,-0.006617244797773648,-0.003356442578932409,0.01853331516462952,0.00878701643932766,-0.0010679975511245657,-0.0010679975511245657,0.004358766165239287,0.004358766165239287,0.005076002157604374,0.005076002157604374,-0.006617244797773648,-0.006617244797773648,0.01853331516462952,0.01853331516462952,0.19298326050075534,0.1576823118580576,0.2332488632831933,0.20026646927373953,0.13867681543331117,0.23247394752515388,0.212331030904336,0.16380893789989734,0.4197819158443455,0.3988392720835674,113.1871,45.58,7068.90714285714,21.25,39.619998931884766
2020-11-26,,47.81542205810547,,,,0.192322367008827,0.021158904310142335,,-0.037585931939201234,-0.08069854619050376,,0.08539804416824359,0.09463055487419858,,0.06536437701961662,0.11653547386913554,,0.1307095549698074,0.14658806943491332,,-0.0007119983674163771,0.0015428283504028487,0.0025481507285390562,0.004463751200360516,0.0033840014384029157,0.0036662370892356693,-0.004411496531849099,-0.003051311435316999,0.012355543443086347,0.007988196762825918,-0.0007119983674163771,-0.0007119983674163771,0.0025481507285390562,0.0025481507285390562,0.0033840014384029157,0.0033840014384029157,-0.004411496531849099,-0.004411496531849099,0.012355543443086347,0.012355543443086347,0.1623959361466406,0.15772103510616292,0.2308663307715613,0.20032737255758237,0.13063750118429812,0.2318523867421993,0.20655583147444262,0.15951050125376096,0.3681444393221251,0.39883662589581487,113.1871,45.58,7068.90714285714,,
2020-11-27,14.390000343322754,48.14418029785156,21.110000610351562,167.7899932861328,31.219999313354492,0.21953120500547874,0.020928691669233723,,-0.04338655002943015,-0.09219287115788388,,0.10988433765966521,0.1133967104270408,,0.0868580507616934,0.1402536033133457,,0.1261716167847624,0.16974537128434353,,0.004461865536612979,0.002748897895609829,0.0039906235283670025,0.004683007375652262,0.010674334355569021,0.005628851917013882,-0.006323298194146281,-0.0036963650794108556,0.006643133288208299,0.006827298236710554,0.004461865536612979,0.004461865536612979,0.0039906235283670025,0.0039906235283670025,0.010674334355569021,0.010674334355569021,-0.006323298194146281,-0.006323298194146281,0.006643133288208299,0.006643133288208299,0.16429746459865696,0.15896080321350703,0.2301934898812002,0.19809014385057216,0.1498707502852747,0.23633374023542988,0.20847357980768358,0.16030575772577724,0.3485668920556135,0.3988487710405433,113.1871,45.58,7068.90714285714,20.84000015258789,39.63999938964844
2020-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1871,45.58,7068.90714285714,,
2020-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1871,45.58,7068.90714285714,,
2020-11-30,14.149999618530273,47.8873291015625,21.329999923706055,166.6699981689453,30.969999313354492,0.22653462627146514,0.011760819857062899,,-0.05408625961608993,-0.09932453163846577,,0.12737842693942425,0.13881475947752708,,0.06151535630288585,0.12034833652546162,,0.13627485713489174,0.1508642178584061,,-0.0025848558935075102,0.0009827891089405035,0.0008820685437219428,0.0037722756662626877,0.01059007900656557,0.006064553407244123,-0.006440525994783244,-0.003967148399161788,0.0017595263401375676,0.005478663164367628,-0.0025848558935075102,-0.0025848558935075102,0.0008820685437219428,0.0008820685437219428,0.01059007900656557,0.01059007900656557,-0.006440525994783244,-0.006440525994783244,0.0017595263401375676,0.0017595263401375676,0.1787921074861805,0.16334035335145994,0.22244280585699,0.1979610176129849,0.14611928053271547,0.23522591293731468,0.20763174344089172,0.16054418881797397,0.34430331642561807,0.39922244783420485,113.2308,45.2,7068.90714285714,20.56999969482422,40.84000015258789
2020-12-01,13.970000267028809,47.74349594116211,21.719999313354492,170.17999267578125,30.6200008392334,0.1660320096096668,0.025452116990860585,,-0.04344899571251282,-0.06811960778677872,,0.14015748993310373,0.1590181205246899,,0.049586763832056846,0.10347554782036461,,0.11492332384518966,0.13785509585381095,,-0.005963504785402322,-0.00026299195294133377,-0.000413145803056532,0.003156289287703977,0.013154745451843891,0.007175419310648312,0.0027261646972982037,-0.0016919943550424833,-0.0025940525279614293,0.003953220125124788,-0.005963504785402322,-0.005963504785402322,-0.000413145803056532,-0.000413145803056532,0.013154745451843891,0.013154745451843891,0.0027261646972982037,0.0027261646972982037,-0.0025940525279614293,-0.0025940525279614293,0.1863425194321803,0.165915892523845,0.22157261497695863,0.19784934232512325,0.1524200537331379,0.2373917875941927,0.2194720575105698,0.16506897511122118,0.3336634395758409,0.3967279304858206,112.8122,44.54,7772.2380952381,20.770000457763672,41.529998779296875
2020-12-02,14.069999694824219,47.48664474487305,21.690000534057617,171.4600067138672,30.969999313354492,0.15905689031495873,0.04487179322178214,,-0.04169456478550837,-0.053439288442078015,,0.13263712616837564,0.17816408005601247,,0.046096646420172416,0.12200954845498302,,0.10865937537544701,0.15118319044580963,,-0.0015896181775271658,0.000411657773643087,-0.0020687023463669993,0.0023802797675088875,0.008309443864070861,0.006397548526686396,0.004324620028886419,-0.0008544011687993195,0.0020807608068361926,0.004632962611723,-0.0015896181775271658,-0.0015896181775271658,-0.0020687023463669993,-0.0020687023463669993,0.008309443864070861,0.008309443864070861,0.004324620028886419,0.004324620028886419,0.0020807608068361926,0.0020807608068361926,0.184849271917125,0.16472560170141437,0.2240265842878912,0.19466381837579952,0.15471426345667144,0.23401132698172822,0.220378377982219,0.16531894828672997,0.33203430675817336,0.39695433728738694,112.6174,45.23,7772.2380952381,21.170000076293945,43.91999816894531
2020-12-03,14.130000114440918,47.56883239746094,21.579999923706055,172.80999755859375,31.25,0.13884837433634667,0.09610662045321305,,-0.03360926920625973,-0.048612650631609244,,0.12162163099921375,0.13162036020184487,,0.038207235185972355,0.11611376656764327,,0.11835759363798393,0.14973931009098784,,0.0003617286283459792,0.0007619090888290701,-0.0008022172327660986,0.0023212318790385446,0.003849132736749633,0.00535490870429046,0.005507580956045401,-6.0955352388931195e-05,0.004400850470658984,0.0050336959923833816,0.0003617286283459792,0.0003617286283459792,-0.0008022172327660986,-0.0008022172327660986,0.003849132736749633,0.003849132736749633,0.005507580956045401,0.005507580956045401,0.004400850470658984,0.004400850470658984,0.1816751742884795,0.16405967218260972,0.22016417738854627,0.194662276764737,0.1593761352380093,0.22458084426564748,0.22296167552784976,0.16608325573153987,0.32436179335994614,0.3891898405709174,112.0293,45.65,7772.2380952381,21.280000686645508,42.529998779296875
2020-12-04,14.0,48.041439056396484,21.799999237060547,172.32000732421875,31.559999465942383,0.16200293237297347,0.17981306414737874,,-0.058000250239813145,-0.04947866012525359,,0.12836436756780656,0.16577531270826573,,0.01966500122109216,0.09717866370499473,,0.09048503205922209,0.1713426650540033,,-0.0028256112845239743,-0.0001437454748523328,0.0027769274178014677,0.003013412319126722,0.005964286114463865,0.005794879992134388,0.0027265781083868207,-0.0003131801010191129,0.006240561283824712,0.005477903894061625,-0.0028256112845239743,-0.0028256112845239743,0.0027769274178014677,0.0027769274178014677,0.005964286114463865,0.005964286114463865,0.0027265781083868207,0.0027265781083868207,0.006240561283824712,0.006240561283824712,0.1836780592444034,0.16503644715592758,0.19169435016177847,0.19395435180245954,0.16009255549526127,0.22085263394169327,0.20435416977231535,0.16611966159178979,0.31882132910541533,0.3674597752582034,111.7826,46.23,7772.2380952381,20.790000915527344,43.88999938964844
2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7826,46.23,7772.2380952381,,
2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7826,46.23,7772.2380952381,,
2020-12-07,14.050000190734863,47.48664474487305,21.75,174.88999938964844,31.399999618530273,0.1862485996623553,0.14556730366034198,,-0.0453081660633341,-0.04457800342020268,,0.11196322054460262,0.15323432110931234,,0.02704677465680283,0.10455974023471626,,0.07940232498732724,0.1339548842537599,,-0.0006932601245668359,0.00019399885884541728,-0.0019981300766385005,0.0016896252839895595,0.003211676388077102,0.005059568805055662,0.006789074271646239,0.0010711150536293422,0.0024704729416496992,0.0045190304724150926,-0.0006932601245668359,-0.0006932601245668359,-0.0019981300766385005,-0.0019981300766385005,0.003211676388077102,0.003211676388077102,0.006789074271646239,0.006789074271646239,0.0024704729416496992,0.0024704729416496992,0.18308438203479976,0.164811490188967,0.19853294779320793,0.19229525992951174,0.16055598245162447,0.2207160374228517,0.21299614077796125,0.16776993629535542,0.29969460806618187,0.3651009142700672,111.8431,45.72,7772.2380952381,21.299999237060547,49.66999816894531
