Price,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume
2021-08-06,106.7168738199092,121.5129882312866,98.16281928371438,78.81282806396484,134.05956000498196,132.79903576093713,106.81708656804106,121.55927114030757,98.17169952392578,78.82197197593997,134.33514445767878,133.1929804124568,106.58933158601965,121.45745438988578,98.16281928371438,78.81282806396484,133.57949829101562,132.2349578427147,106.61666107177734,121.46670532226562,98.17169952392578,78.81282806396484,133.57949829101562,132.31553649902344,7807600,538400,794300,2313700,56000,21144300
2021-08-09,106.77155040982554,121.54998450692342,98.17169151878416,78.82196142947683,133.99729675721935,132.64683268093685,106.87176317449352,121.61476926167585,98.17169151878416,78.83110534022849,134.237327564943,133.01393149569884,106.38892364501953,121.3185841533451,98.16281127929688,78.78539276123047,133.25054931640625,131.82310775207776,106.38892364501953,121.32783508300781,98.16281127929688,78.78539276123047,133.25054931640625,131.8410186767578,10842500,615700,3583300,1862800,98200,12942400
2021-08-10,106.47091275521798,121.35562272307736,98.16281127929688,78.78537458026756,133.53504313900746,132.05587191566482,106.48001795107965,121.36487365432012,98.17169151878416,78.79451848890912,133.53504313900746,132.12750193235274,106.17938662542741,121.17975616455078,98.16281127929688,78.75794982910156,132.7971806440908,131.22318492594292,106.18849182128906,121.17975616455078,98.16281127929688,78.75794982910156,132.86830139160156,131.23214721679688,7192400,1472500,599200,1198100,2196900,13716900
2021-08-11,106.26139963821959,121.2538187731435,98.16281005285299,78.77624495527985,132.77941455277372,131.08892832383458,106.5802553303146,121.4019184300019,98.17169029222933,78.80366971141848,133.2239091095834,131.82311231674876,106.07919837146036,121.15200202449843,98.15392303466797,78.77624495527985,132.38825717239766,130.4621825586559,106.30695343017578,121.28158569335938,98.15392303466797,78.7945327758789,132.78829956054688,131.15159606933594,7254300,844300,777700,1837300,125200,17227600
2021-08-12,106.19758605957031,121.22600443465417,98.16281005285299,78.78538886557938,132.51271588093383,130.80239510967417,106.31601614058175,121.29078918196338,98.17169029222933,78.7945327758789,132.79719891010703,131.11577479199656,106.07004383370258,121.16120556378985,98.15392303466797,78.77624495527985,132.2282464166581,130.21145759205393,106.19758605957031,121.18897247314453,98.15392303466797,78.7945327758789,132.6460723876953,130.93670654296875,6932200,532200,1294800,1792800,41400,14709400
2021-08-13,106.36160833483386,121.26309060696782,98.15392303466797,78.78537668872461,133.0372661156641,131.46497791205317,106.8080062866211,121.4482222717315,98.16281005285299,78.81280144062455,134.13961791992188,133.01393825580197,106.34339098907077,121.25383967315487,98.15392303466797,78.78537668872461,133.0372661156641,131.44706698646283,106.8080062866211,121.43895721435547,98.15392303466797,78.80365753173828,134.13961791992188,133.00498962402344,6896500,474300,855300,1333000,135700,18653800
2021-08-16,107.09042225731041,121.62404690733486,98.15392303466797,78.82197570800781,134.67290453205078,133.57798401617197,107.3363946415162,121.75363056886084,98.16281005285299,78.8402565580624,135.19740461526314,134.32113013526637,107.04486846923828,121.60554504394531,98.15392303466797,78.81283179559975,134.44175878597056,133.23774482231357,107.04486846923828,121.60554504394531,98.15392303466797,78.82197570800781,134.54844665527344,133.32728576660156,6928100,448800,1473200,1797100,105400,19170900
2021-08-17,107.02666075984301,121.5778034659924,98.16281127929688,78.81280144062455,134.3973745244457,133.30044964349165,107.22707937402016,121.6796202300961,98.16281127929688,78.8310892583971,134.91298986436897,133.82870578635473,106.97199481912848,121.54077148437499,98.15392426100082,78.80365753173828,134.34403734529812,133.1124190922522,106.99021911621094,121.540771484375,98.16281127929688,78.80365753173828,134.6374053955078,133.27359008789062,7785500,621000,1295800,1579600,99300,14126900
2021-08-18,106.94463613287041,121.55001312696507,98.15392303466797,78.80365753173828,134.36179202123904,133.14822588333428,107.03573674181774,121.5777800460479,98.16281005285299,78.82194534951083,134.77961792120504,133.8286906516601,106.70776898918264,121.35563056982521,98.15392303466797,78.78537668872461,134.13065977302395,132.91542487840985,106.9355239868164,121.48521423339844,98.15392303466797,78.80365753173828,134.7440643310547,133.72125244140625,7025800,659600,1005000,2310100,54300,13144000
2021-08-19,107.16329691003895,121.61481013266096,98.15392303466797,78.82194534951083,135.45528448217638,134.58079709674445,107.24529233717887,121.64257705453743,98.16281005285299,78.82194534951083,135.61530959714418,134.7151085332185,107.0721962858529,121.53150936703157,98.15392303466797,78.79452059761088,135.1085792254618,134.13311963256152,107.17240905761719,121.56852722167969,98.15392303466797,78.80365753173828,135.57974243164062,134.70614624023438,6242600,498800,1295400,1780800,61800,15474300
2021-08-20,107.17240973284488,121.56851499064692,98.16281127929688,78.80365753173828,135.68642766150302,134.83146247397548,107.23618086523011,121.60554696513073,98.16281127929688,78.81280144062455,135.79310202609142,135.02844160309974,106.96287899095006,121.44819638247468,98.15392426100082,78.79452059761088,135.30415524689658,134.40169603862648,107.07219696044922,121.48521423339844,98.16281127929688,78.80365753173828,135.58863830566406,134.795654296875,6510200,416500,1366200,1685300,26600,12388400
2021-08-23,107.04482071441662,121.50375362632036,98.15392303466797,78.79452059761088,135.48198419922352,134.48230750814292,107.11770396260448,121.5592874751837,98.16281005285299,78.80365753173828,135.57088856850802,134.75091671905906,106.95372012944634,121.4389547202713,98.15392303466797,78.78537668872461,135.2953040145892,134.23160922116304,107.09947967529297,121.540771484375,98.15392303466797,78.80365753173828,135.54421997070312,134.70614624023438,3958500,353000,942400,1532500,71900,10615000
2021-08-24,106.96288500300373,121.5037103435566,98.15392303466797,78.80366971141848,134.83296974182886,134.08836644919595,107.05398563288425,121.53147725809698,98.16281005285299,78.80366971141848,135.2152420931879,134.36593798889893,106.7806767927102,121.40189361572266,98.15392303466797,78.78538886557938,134.761848988904,133.65859985351562,106.8080062866211,121.40189361572266,98.15392303466797,78.7945327758789,134.77963256835938,133.65859985351562,3649700,747600,1042800,1249900,28000,13835900
2021-08-25,106.77155040982554,121.40191379523324,98.15392426100082,78.8036736079735,134.71741621588015,133.59591715038593,106.80799204702586,121.43893164625429,98.16281127929688,78.8036736079735,134.73519979789555,133.7391635582223,106.33426466448485,121.19828030571725,98.15392426100082,78.77624885047881,133.55284254449535,132.13648422041805,106.38892364501953,121.23529815673828,98.16281127929688,78.78539276123047,133.76620483398438,132.54833984375,5874700,626300,739700,1319600,59900,16743800
2021-08-26,106.33426466448485,121.23529407886636,98.15392303466797,78.78539276123047,133.62391744875825,132.48568446213628,106.43447742915284,121.25381006553414,98.16281005285299,78.8036736079735,134.0239597349719,133.02290294324692,106.21582760595089,121.11497547442494,98.15392303466797,78.77624885047881,133.40167022698466,132.073815138347,106.38892364501953,121.20752716064453,98.15392303466797,78.78539276123047,133.87283325195312,132.9154510498047,6850600,2009300,984700,2078600,29000,16657400
2021-08-27,106.38895339390679,121.18899212102701,98.16281005285299,78.80370231452619,133.9795735307197,133.02289778679028,106.73514556884766,121.47594043680563,98.16281005285299,78.84027099609375,134.61074829101562,133.84662274040477,106.25229895382664,121.11495643311484,98.15392303466797,78.77627754704122,133.8640005894405,132.80800767026923,106.73514556884766,121.44817352294922,98.15392303466797,78.84027099609375,134.61074829101562,133.81976318359375,6360700,1430100,743000,2774900,43600,15384700
2021-08-30,106.71690894448062,121.46668516114165,98.16281005285299,78.84023268853313,134.47739174991762,133.39892433441386,106.95377614989337,121.63330078125,98.16281005285299,78.86765744269273,135.0107770979297,134.21368686669186,106.68046730129922,121.44818329945294,98.15392303466797,78.8310957536529,134.352933812225,133.3451915671813,106.94466400146484,121.63330078125,98.15392303466797,78.8585205078125,135.00189208984375,134.16893005371094,6546200,538200,662300,1438000,48700,10596300
2021-08-31,106.89001402153546,121.58701326789512,98.15392303466797,78.85853966381401,134.85079817977632,134.0077864790006,107.03577365601417,121.65179802846535,98.16281005285299,78.85853966381401,135.07304551976148,134.38383395434073,106.69870059160718,121.53147943781835,98.15392303466797,78.84939575195312,134.08626678763136,132.96022272726015,106.74424743652344,121.54999542236328,98.15392303466797,78.84939575195312,134.35296630859375,133.2556915283203,7418400,719800,1071300,2052200,41900,15262400
2021-09-01,106.8901143295453,121.61389101929612,98.15392303466797,78.85214826452801,134.84429740486155,133.81953835671405,106.92658087482465,121.63241814941733,98.16281005285299,78.85214826452801,134.84429740486155,133.92711315893473,106.69867018329045,121.502756502688,98.15392303466797,78.83386465711935,134.27458344611608,133.12027478347943,106.78983306884766,121.57685089111328,98.15392303466797,78.84300994873047,134.56834411621094,133.47886657714844,11908600,611800,1615200,1324600,120200,10807100
2021-09-02,106.90833920584551,121.64171338653519,98.16281127929688,78.84300994873047,134.82653565252224,133.79263223328672,106.9174575805664,121.64171338653519,98.16281127929688,78.85214826452801,134.91554541479513,134.07054289948573,106.78982815560188,121.55836247253511,98.15392426100082,78.83386465711935,134.45264846858763,133.35334569934062,106.9174575805664,121.61392974853516,98.16281127929688,78.84300994873047,134.8621368408203,134.0615692138672,2976200,525300,1144500,1640100,57400,9765900
2021-09-03,106.67128878245607,121.5583363950124,98.15392303466797,78.84300994873047,134.06979582680097,132.92307150602397,106.70775531637523,121.5583363950124,98.16281005285299,78.85214826452801,134.13210126391422,133.13822115305544,106.55277080839882,121.49349849887909,98.15392303466797,78.84300994873047,133.89176282827398,132.6272270619529,106.66217041015625,121.54907989501953,98.15392303466797,78.84300994873047,134.00747680664062,132.84237670898438,4988900,408400,1124100,1136600,297900,12928000
2021-09-07,106.28839106017811,121.35458670333101,98.15392303466797,78.83383470469083,133.38441240192068,132.01755453723737,106.37044249831392,121.38237033682786,98.16281005285299,78.83383470469083,133.5090369132746,132.25065147254944,106.15165025541845,121.28976293585896,98.15392303466797,78.81554412841797,132.89481125622558,131.4796669437277,106.24281311035156,121.3360595703125,98.15392303466797,78.81554412841797,133.1262664794922,131.72171020507812,7098600,416700,1645200,1468700,47600,15547800
2021-09-08,106.38867975608015,121.38238956822082,98.15392426100082,78.83385467529297,133.64256375316648,132.37618179635288,106.60747896961618,121.47501111592614,98.16281127929688,78.84299996574613,134.08765320699513,132.8513220714445,106.32486505761894,121.33607879436815,98.15392426100082,78.8247093848398,133.48232448660104,132.1341248156496,106.5345458984375,121.44722747802734,98.16281127929688,78.83385467529297,133.9274139404297,132.61822509765625,6046200,530800,1255000,1607200,159800,14533700
2021-09-09,106.58012939313446,121.45644574341475,98.16281127929688,78.82473631724943,134.0252832028929,132.8334244478209,106.95389920622688,121.63241814941733,98.16281127929688,78.85216522216797,135.20032543407692,134.37539417869664,106.4889595777301,121.41013498414151,98.15392426100082,78.82473631724943,133.8561471014606,132.54655367524595,106.83538818359375,121.57685089111328,98.16281127929688,78.85216522216797,135.0133819580078,134.22299194335938,7009500,492500,797500,1600700,38700,20324600
2021-09-10,106.59835862477343,121.4564746496896,98.15392303466797,78.82470703125,134.5505561108641,133.48785850538255,106.68952148441996,121.49351478668788,98.16281005285299,78.8429976116102,134.63068254737573,133.7299155476627,106.39779616038282,121.34534010663178,98.15392303466797,78.82470703125,134.02535373857077,132.82446216051576,106.49807739257812,121.41016387939453,98.15392303466797,78.82470703125,134.16778564453125,133.03961181640625,8147100,477500,943300,1380200,33500,14894600
2021-09-13,106.59836137062102,121.44717761650385,98.15392303466797,78.83386465711935,134.5505151533394,133.61335379566833,106.7168723956862,121.51200136763222,98.16281005285299,78.84300994873047,134.81757149995912,134.01678671930648,106.58013158033428,121.43790698630106,98.15392303466797,78.83386465711935,134.53272135780145,133.5326726827015,106.6257095336914,121.46569061279297,98.15392303466797,78.84300994873047,134.71075439453125,133.84645080566406,4269300,345800,1663000,1095900,21100,15036100
2021-09-14,106.80804032459106,121.57688960855648,98.15392303466797,78.85216522216797,134.96886080019837,134.23196607932562,107.13622523091387,121.68802416055658,98.16281005285299,78.86131051574584,136.23291264938084,135.88152449299523,106.75333704413691,121.54910597055647,98.14503601648295,78.84302690440518,134.9243627413131,134.0974975279364,107.0268325805664,121.61392974853516,98.15392303466797,78.85216522216797,135.85903930664062,135.46913146972656,6991000,462800,826000,1422900,44600,19918400
2021-09-15,106.96300801859006,121.54909607274094,98.15392303466797,78.84302690440518,135.90358825920794,135.55873733140368,106.98123780687334,121.55835257396582,98.16281005285299,78.85216522216797,135.97480418924027,135.5945910390234,106.66216434731766,121.44721803101548,98.14503601648295,78.8338816108273,135.11132971429146,134.4112134965708,106.84449005126953,121.53982543945312,98.15392303466797,78.85216522216797,135.40509033203125,134.9939422607422,5108900,625100,952400,1790500,31900,11940300
2021-09-16,106.47073561133726,121.3082295804372,98.14503724270476,78.82470703125,134.72853816629882,134.17815184749583,106.6712980877482,121.3915945811327,98.16281127929688,78.8338523214301,135.1825243678709,134.877415533804,106.37045437313179,121.2434058377367,98.14503724270476,78.81556174106991,134.5771958493938,134.02574962657246,106.5072021484375,121.2989730834961,98.16281127929688,78.82470703125,134.87095642089844,134.37538146972656,5682700,327100,1038500,1095300,52800,13328900
2021-09-17,106.2428276481606,121.1323013305664,98.15392303466797,78.81555768645607,134.32795994013216,133.73890996267127,106.27017581285475,121.17861209625109,98.16281005285299,78.81555768645607,134.34576731732534,133.90028592550823,106.09696149608392,121.06747756425709,98.15392303466797,78.8064193725586,133.91848534603162,133.30859686078415,106.1972427368164,121.1323013305664,98.15392303466797,78.8064193725586,134.27455139160156,133.72994995117188,7611700,436600,503400,2905000,34900,13782900
2021-09-20,106.58016033671944,121.32678747647613,98.16281005285299,78.82470703125,135.20926162142896,134.9850084681574,106.85364899649376,121.45644912681745,98.16281005285299,78.8338523214301,135.77007862956162,135.70219219503193,106.49810887008945,121.28047671591281,98.15392303466797,78.81556174106991,135.02231809103444,134.6801903368927,106.73513793945312,121.38235473632812,98.15392303466797,78.82470703125,135.49412536621094,135.388427734375,8781600,784000,1680000,2407400,126600,14660400
2021-09-21,106.7715611283406,121.43793259275553,98.15392303466797,78.83386465711935,135.422955940107,135.1105188665465,106.7989092876845,121.4657162251059,98.16281005285299,78.85214826452801,135.57428476285116,135.33464220416113,106.6074652169976,121.34532519560801,98.14503601648295,78.83386465711935,135.2182049595805,134.65329850299474,106.67127990722656,121.36383819580078,98.15392303466797,78.84300994873047,135.45855712890625,135.27188110351562,4867900,697600,874400,1931300,90600,10035800
2021-09-22,106.67130231494946,121.33601148490644,98.15392303466797,78.82470062101282,135.54756297159966,135.182257055906,106.86274642585174,121.51198384868992,98.16281005285299,78.84299119988559,136.14398128412213,136.07875061035156,106.47073983059057,121.13225549863675,98.15392303466797,78.7789881254548,135.49415440376987,134.86849251949369,106.7715835571289,121.26191711425781,98.15392303466797,78.79727172851562,136.13507080078125,136.07875061035156,10966400,1157300,1505200,1606100,59900,22277800
2021-09-23,106.27928719479496,121.02113118651094,98.14503601648295,78.76984697631852,135.17366421563824,134.85046588772622,106.30663535769004,121.03038768409941,98.15392303466797,78.77899226623559,135.227072773512,134.87735958147366,105.80522918701172,120.79884805587113,98.14503601648295,78.75155639648438,133.642555502351,132.9857589379893,105.80522918701172,120.81737518310547,98.15392303466797,78.75155639648438,133.79388427734375,133.00369262695312,10650100,817600,643600,2855800,68700,23853300
2021-09-24,105.65938223314599,120.72481868053782,98.1450424194336,78.75151945724498,133.27754818920735,132.5375744177364,105.66850060692691,120.75260231706774,98.1539294381984,78.76066474287236,133.27754818920735,132.54654810611092,105.42235320181095,120.61367000235481,98.1450424194336,78.72409057617188,132.6544258525723,131.55143993415206,105.48616790771484,120.65998077392578,98.1450424194336,78.72409057617188,132.8146514892578,131.70384216308594,10528000,808900,652700,1462800,25700,20203900
2021-09-27,105.20355224609375,120.51176953223869,98.1450424194336,78.72414162944881,132.01352364426896,130.94186149360337,105.3858779749954,120.59513455837877,98.1539294381984,78.73328692100698,132.52982899735068,131.66801916784948,105.17620408228657,120.47472940111254,98.1450424194336,78.71499633789062,131.97790888444206,130.7804992012854,105.20355224609375,120.4839859008789,98.1450424194336,78.71499633789062,132.25387573242188,131.2197723388672,6742100,704000,1872700,1835300,65800,13464300
2021-09-28,104.82065831488637,120.354315794605,98.1450424194336,78.72409057617188,130.85626917479516,129.39088353792613,105.03945056866979,120.4654644443019,98.1539294381984,78.73323586179924,131.31916590302097,130.05429352454482,104.59274768857188,120.23392477785131,98.1450424194336,78.71494529054449,130.53580429880023,128.77230095354156,104.80242156982422,120.36358642578125,98.1450424194336,78.72409057617188,130.72274780273438,129.17572021484375,10295500,892500,2281700,2489500,41200,26613500
2021-09-29,105.02121974281947,120.45619668518346,98.1450424194336,78.73327279246253,131.24794196267052,129.8122036360152,105.16708589041663,120.54881820679597,98.1539294381984,78.75155639648438,131.65741653401972,130.3769849871114,104.72038298514163,120.363589295631,98.1450424194336,78.73327279246253,130.50019515869081,128.81709574768487,104.91182708740234,120.47472381591797,98.1450424194336,78.75155639648438,130.8651580810547,129.39981079101562,8364000,735200,3392300,3552100,87000,23569400
2021-09-30,104.81154858341132,120.40988616911469,98.14503601648295,78.73323936926784,130.61587759382869,129.18469785788804,105.07592576636603,120.56733145052793,98.15392303466797,78.76981353759766,130.98975090550286,129.5522497368944,104.7659636722781,120.37284603963043,98.14503601648295,78.73323936926784,130.41114035761197,128.7812649048323,105.03945922851562,120.55807495117188,98.15392303466797,78.76981353759766,130.91854858398438,129.38192749023438,7307900,874600,1328300,4498600,67400,22567600
2021-10-01,105.24015458333567,120.6915026829224,98.1450424194336,78.78903370660059,131.32773085836237,130.02191792822012,105.51384015351096,120.86756101825291,98.1539294381984,78.80731964111328,131.78233223283186,130.51560425659903,105.14892837998164,120.66370325418094,98.1450424194336,78.77988725099353,131.05140373261892,129.43844928149355,105.46822357177734,120.8582992553711,98.1450424194336,78.80731964111328,131.72885131835938,130.47073364257812,19830100,1536300,1576600,3991700,136600,26151800
2021-10-04,105.28576555085853,120.73786339035563,98.15392821211229,78.77992893114931,131.3723423322808,129.8603168144188,105.52295227490875,120.85833704596956,98.15392821211229,78.78907539159552,131.84477535414726,130.56945320225404,105.14892277306784,120.66374098393213,98.13615417480469,78.77078247070312,130.98013070625038,129.34867410248648,105.34049987792969,120.75640106201172,98.13615417480469,78.77078247070312,131.51495361328125,130.13858032226562,7691800,856300,1087300,12146800,36600,28027600
2021-10-05,105.1762949100287,120.64520675306096,98.13615540066878,78.76162719726562,131.17622825032652,129.79750005316504,105.20366207485837,120.66374442524574,98.1450424194336,78.77077365668838,131.24754068706014,129.88725497104812,104.90260934150565,120.53400900015394,98.13615540066878,78.75248771454723,130.40071400175873,128.7742008512786,105.0120849609375,120.6081314086914,98.1450424194336,78.76162719726562,130.6503143310547,128.8819122314453,6861900,516000,1445300,3590900,50600,22659200
2021-10-06,105.04859919756149,120.56179841539208,98.13615540066878,78.75247192382812,130.97120944694777,129.46536922322437,105.14895013004246,120.62665905249533,98.1450424194336,78.75247192382812,131.20297828360094,129.90521352727424,104.95737297533731,120.5247230741048,98.13615540066878,78.73417900865054,130.81967560838245,129.28584568779692,105.03947448730469,120.57106018066406,98.1450424194336,78.75247192382812,131.0247039794922,129.60899353027344,7473500,481800,2064700,3850200,41100,18696500
2021-10-07,104.80223385696685,120.4505931225227,98.14503601648295,78.73418307915541,130.1957243093625,128.5318646650303,104.82960797549114,120.4691307941807,98.15392303466797,78.73418307915541,130.29377722856407,128.66650391969054,104.61065678796587,120.3393953727756,98.14503601648295,78.71589713973542,129.80351263255625,127.99328025284818,104.61978149414062,120.3579330444336,98.15392303466797,78.72503662109375,129.9015655517578,128.25360107421875,8160200,396700,1699100,2452100,45200,14856000
2021-10-08,104.5650659100227,120.35792121080907,98.14503601648295,78.73418017255231,129.58958031823158,127.69708592434206,104.5650659100227,120.35792121080907,98.15392303466797,78.73418017255231,129.58958031823158,127.77788319018788,104.27313790113527,120.16331102778533,98.14503601648295,78.68846183733845,129.02800330887655,127.04181859168742,104.39173126220703,120.20964813232422,98.15392303466797,78.69760131835938,129.2864990234375,127.35599517822266,9455100,540700,996500,1969600,37500,17257800
2021-10-11,104.20928287836043,120.06135488566221,98.1450424194336,78.66103072698725,128.9834205405988,127.10464145708188,104.29138437146777,120.07989255238357,98.1539294381984,78.6793236443568,129.20626681437363,127.37391998266979,104.11804971697936,119.95015716552734,98.13615540066878,78.63359832763672,128.6625213623047,126.96998849751652,104.13629913330078,119.95015716552734,98.1450424194336,78.63359832763672,128.6625213623047,127.03282928466797,2261300,199800,824100,2012100,28100,7213400
2021-10-12,104.31874399803871,120.04284117175328,98.15392303466797,78.67017364501953,129.6876168373356,128.0291528314536,104.64716386696334,120.18185248975622,98.15392303466797,78.67932010329267,130.65922328510018,129.26787467420385,104.25488496575406,120.01504173617259,98.13614899829793,78.64274124690364,129.58956393700896,127.89449992246436,104.61067199707031,120.16331481933594,98.15392303466797,78.67017364501953,130.6503143310547,129.20504760742188,7938400,561300,1122000,1945700,109800,17968700
2021-10-13,104.6745585591267,120.07993699498188,98.14503601648295,78.62445240311776,130.99793191362784,129.80652466618608,104.95736888514952,120.25600954375913,98.15392303466797,78.65188480022046,131.7021200054979,130.63234421190216,104.6198242199481,120.04286164781725,98.13614899829793,78.62445240311776,130.99793191362784,129.779596810102,104.8114013671875,120.12627410888672,98.15392303466797,78.64273834228516,131.61297607421875,130.4617919921875,11662400,1100100,769400,2764300,42000,23584600
2021-10-14,104.92999131554215,120.23744377606161,98.14503601648295,78.65188480022046,131.5148990500193,130.48871700732712,105.10332599741106,120.32084207754272,98.15392303466797,78.66102428145254,131.960591421697,131.01833012458778,104.82052264077367,120.18184490840753,98.13614899829793,78.58787354807976,131.30988436745403,130.1117133335847,105.0577163696289,120.2559814453125,98.15392303466797,78.64273834228516,131.92494201660156,130.94651794433594,9518200,4573500,1400300,3496500,86000,12946400
2021-10-15,104.67452434291923,120.03356688113882,98.13615417480469,78.61532355961774,131.16723619798432,130.1565896022236,104.70189150356269,120.09844165079043,98.14504119345848,78.63360950288225,131.16723619798432,130.28225748569278,104.48294725830291,119.86677028505981,98.13615417480469,78.57874469638392,130.81068780468416,129.6808459221779,104.53768157958984,119.9038314819336,98.13615417480469,78.59703063964844,131.06918334960938,130.1835174560547,8689700,558300,962200,2839800,54100,11811500
2021-10-18,104.2275213222008,119.66290699000187,98.14504119345848,78.54215240478516,130.74832100730433,130.15662066061515,104.47383275215377,119.77410472874813,98.15392821211229,78.5695848033442,131.49709460545483,131.0542525272401,104.06331138219457,119.56097101611812,98.13615417480469,78.523866464647,130.57896931395504,129.72576119973226,104.39173126220703,119.718505859375,98.13615417480469,78.54215240478516,131.2831573486328,130.7939453125,8703300,667200,1071100,2968700,79800,12115900
2021-10-19,104.24576153545921,119.74631640261664,98.15392821211229,78.56957244873047,130.57007984430442,129.85140224000736,104.29137811341249,119.7648540741604,98.15392821211229,78.58786536269577,130.6503148368507,129.91422933534568,103.99945011080422,119.66291809082031,98.13615417480469,78.56957244873047,129.8658916312006,128.94478547640736,104.01769256591797,119.66291809082031,98.13615417480469,78.56957244873047,129.91937255859375,128.9896697998047,7445200,592700,1606500,1838600,95600,12156300
2021-10-20,104.01767076550823,119.70921261395587,98.13615540066878,78.58789115636857,129.6608294777492,128.58568385472967,104.19100537326749,119.7926250460319,98.1450424194336,78.59703063964844,129.97280597398387,128.97165873967106,103.94469400023534,119.67215141977529,98.13615540066878,78.58789115636857,129.25969546602346,127.9214317612235,103.97206115722656,119.69068908691406,98.1450424194336,78.59703063964844,129.37557983398438,128.11891174316406,6230000,595000,1012700,2360700,43900,12782500
2021-10-21,103.90822128450621,119.54244512308661,98.13615417480469,78.53302475131922,129.44686604519913,128.3612685345697,103.95383090119228,119.57950632628679,98.14504119345848,78.54217121193024,129.5538278392363,128.49590774313737,103.66190290597433,119.36637259265979,98.13615417480469,78.49644588558039,128.94769287109375,127.67008863813525,103.69839477539062,119.37564849853516,98.13615417480469,78.5055923461914,128.94769287109375,127.96630859375,7103900,828800,721700,2117400,201100,13660000
2021-10-22,103.79874935141954,119.36638707567433,98.1450424194336,78.47814297007784,129.6519392708048,128.76519872683718,104.04506773867273,119.52392195356494,98.1450424194336,78.48728942871094,130.33830949607812,129.6179456660681,103.69839844699976,119.24591340548064,98.13615540066878,78.43241765361613,129.62519881021214,128.54977599501973,103.96295928955078,119.47758483886719,98.1450424194336,78.48728942871094,130.11546325683594,129.37559509277344,10204600,985700,1425300,3414900,39600,13740000
2021-10-25,103.98120670409799,119.53318059557758,98.13615417480469,78.49642537143163,129.87477619044842,128.9626946482828,104.20015096402236,119.68143954505331,98.14504119345848,78.533004227611,130.266987719603,129.52820678278934,103.98120670409799,119.52390468991653,98.13615417480469,78.49642537143163,129.87477619044842,128.92679542079438,104.0906753540039,119.63511657714844,98.13615417480469,78.52386474609375,130.0352325439453,129.17813110351562,4835000,539600,3126900,1990400,62100,8137900
2021-10-26,104.10893801341398,119.55169298664487,98.13615540066878,78.5055923461914,130.44520508280905,129.81549531974386,104.2184066772461,119.61656775982667,98.1450424194336,78.51473880680244,130.783935546875,130.24636840820312,103.90823618290388,119.45903291936928,98.13615540066878,78.48730640167463,130.00843538066937,129.02558871778146,104.2184066772461,119.59803009033203,98.1450424194336,78.5055923461914,130.783935546875,130.24636840820312,5603100,691400,1546800,2870300,44300,13671000
2021-10-27,104.58332468113962,119.72778910668038,98.1450424194336,78.51472182790646,131.8357918726627,131.4132521920761,104.96647894755753,119.876062211679,98.1450424194336,78.52386828653955,132.9589453011525,133.01103524014593,104.2913966267097,119.4312570367847,98.13615540066878,78.43241765361613,131.52381538809973,130.99136427184496,104.8022689819336,119.80192565917969,98.1450424194336,78.48728942871094,132.63804626464844,132.6160888671875,16140300,1394100,905100,4373600,64400,22092300
2021-10-28,104.69280494359234,119.65363803057706,98.13615540066878,78.45985756198633,131.9160480187482,132.66095321274523,104.82964774768568,119.85750999017871,98.1450424194336,78.53300830143624,132.30824592506184,133.14568189240399,104.41911933540561,119.51464084907586,98.13615540066878,78.45071110329116,131.60405788262813,131.80820602803558,104.52859497070312,119.60731506347656,98.1450424194336,78.49642944335938,131.63079833984375,132.16726684570312,9940400,1233800,1248000,2970000,83200,17497600
2021-10-29,104.24574552174012,119.39418829436165,98.13616142946606,78.44158107532476,131.0336145470281,131.47607085885363,104.78399182643324,119.7277957290101,98.14504844877682,78.53302475131922,132.0676245656266,132.84944579054144,104.17276875238284,119.30152820368852,98.12728118896484,78.42329513080799,130.9890425700879,131.34143162898937,104.57416534423828,119.58879852294922,98.12728118896484,78.5055923461914,131.76455688476562,132.57118225097656,11254300,1173900,2079100,3957900,82900,19087300
2021-11-01,104.27383693535172,119.41997775753978,98.12728118896484,78.46075440894408,130.7183757569396,131.0414985834608,104.64813092066557,119.6610707154274,98.13616142946606,78.4881903202375,131.45926956615793,131.90431556746384,104.24645041996712,119.39216151603702,98.12728118896484,78.44245914968383,130.69159761135776,130.95161552860566,104.56597137451172,119.60543823242188,98.12728118896484,78.46990203857422,131.37892150878906,131.61671447753906,14479000,1767500,2319600,5050500,356000,18035500
2021-11-02,104.68463183007214,119.75378923089472,98.13615417480469,78.52476440939176,131.4056790463686,131.67065330939064,104.94937971144591,119.94851707400775,98.13615417480469,78.56134794591188,132.16441567458972,132.63234998806448,104.67550763642821,119.7259729888283,98.12727393495994,78.50646915233365,131.4056790463686,131.67065330939064,104.82157135009766,119.84651947021484,98.13615417480469,78.55220031738281,131.86984252929688,132.200927734375,12191100,858400,636800,2187800,69700,9836700
2021-11-03,104.83985030251873,119.81872054813458,98.13616142946606,78.53392791748047,132.4857585690401,132.8570230426564,104.87636798041477,119.83726942840948,98.13616142946606,78.55221620064034,132.5928711166839,133.0008167237098,104.31948558131108,119.43854632007456,98.12728118896484,78.46076082964588,130.83438110351562,130.79881912609687,104.4929428100586,119.72599029541016,98.12728118896484,78.53392791748047,130.83438110351562,130.83477783203125,17031100,2288000,1156300,3242400,69000,20639400
